display-name,publication,review-text,original-score-and-url,original-score-and-url 2
Kevin Carr,Fat Guys at the Movies,"A real thrill ride in the tradition of the series. It's not going to win any writing awards, but for big summer popcorn spectacle, this film is exactly what it needs to be.","| Original Score: 4/5
                
                |","Jun 12, 2015"
Jim Schembri,3AW,"Unlike too many blockbusters at the minute, Jurassic World does - amidst all the action and fury - boast the kind of old-school story-telling that allows you to buy in to the party.","| Original Score: 3.5/5
                
                |","Jun 12, 2015"
Perri Nemiroff,Collider,"It's a letdown in a number of respects, but as a diehard fan of the original, it's tough not to have some fun returning to Isla Nublar and seeing visitors enjoy the attractions as John Hammond intended.","| Original Score: 2.5/5
                
                |","Jun 12, 2015"
Nicolás Ruiz,Código espagueti,Jurassic World is the only honest effort to revive the franchise with the dignity it deserves. [full review in Spanish],|,"Jun 12, 2015"
Pablo O. Scholz,Clarín,It's faithful to the original and thank God - and Spielberg - this is not Transformers. [full review Spanish],|,"Jun 12, 2015"
Todd Jorgenson,Cinemalogue,"... yields its share of excitement, although rather than take the concept in a new direction, this sequel seems to be living in the past.",|,"Jun 12, 2015"
Dave White,Linoleum Knife,"This franchise is, itself, very much like the dangerous dinosaur park depicted. It has investors who need to see a good return. It has to sell, and sell well, globally. Nothing can be left to chance. Therefore, nothing is.","| Original Score: 2/5
                
                |","Jun 12, 2015"
Annlee Ellingson,L.A. Biz,"Owen and his raptor pack risk tipping into silliness, but overall the dinos are more terrifying than ever.",|,"Jun 12, 2015"
Mark Moring,Christianity Today,"Here's the thing: You can wrestle those Big Questions, if you want. Me? I mostly just wanted to see how awesome dinosaurs would look with today's CGI. And people running for their lives.","| Original Score: 3/4
                
                |","Jun 12, 2015"
Mikel Zorrilla,Espinof,A very respectful sequel to Spielberg's original that offers constant entertainment but never really wows the audience. [full review in Spanish],|,"Jun 12, 2015"
Witney Seibold,Legion of Leia at Vital Thrills,"We have no interesting heroes to root for, no real theme, and a dumb premise. Oddly, the characters we're meant to feel the most sympathy for are the dinosaurs themselves.",|,"Jun 12, 2015"
Mark Ellis,Schmoes Know,"The Avengers, Mad Max and Tom Cruise suddenly have some jurassic-sized competition for the most fun ride at the movies this summer...thanks Dr. Hammond!","| Original Score: 4/5
                
                |","Jun 12, 2015"
Kristian Harloff,Schmoes Know,"It can't be the amazing revelation the first film was, but ""Jurassic World"" is a great amusement park ride...and the best sequel to it's predecessor we've had.","| Original Score: 3.5/5
                
                |","Jun 12, 2015"
Sandy Schaefer,Screen Rant,"Jurassic World is a big, shiny, and entertaining roller coaster ride, though the 'World' is more interesting than the people.","| Original Score: 3.5/5
                
                |","Jun 12, 2015"
John Wirt,"Advocate (Baton Rouge, LA)",Jurassic World fills the 3D screen with summer-movie thrills and fun.,"| Original Score: 3/4
                
                |","Jun 12, 2015"
Vincent Mancini,FilmDrunk,The nice way to put it is to say it's the second best film of the franchise. It's also accurate to say that it's a pale imitation of the original that's worse on every level.,"| Original Score: C+
                
                |","Jun 12, 2015"
Wesley Morris,Grantland,Trevorrow is having fun taking as little of this as seriously as he needs to.,|,"Jun 12, 2015"
Anuj Kumar,The Hindu,Trevorrow has taken the baton from Spielberg but runs the same all over again at a more controlled diet.,|,"Jun 12, 2015"
Scott Renshaw,Salt Lake City Weekly,"Jurassic World simply shrugs its massive shoulders at trying to be anything but a nostalgia-pandering, still-occasionally-fun product that will be appearing on T-shirts at Universal Studios this summer.","| Original Score: 2.5/4
                
                |","Jun 12, 2015"
Rachit Gupta,Filmfare,"It's a fun film for kids, young adults as well as grownups that actually grew up wide-eyed at the prospect of a gigantic safari with the dinosaurs.",|,"Jun 12, 2015"
Garry McConnachie,Daily Record (UK),It's a thrilling summer blockbuster and should be a roaring success at the box office to boot.,"| Original Score: 4/5
                
                |","Jun 12, 2015"
Udhav Naig,The Hindu,Throwing bigger and more ferocious dinosaurs at the audience clearly doesn't make the film better.,|,"Jun 12, 2015"
Mike McGranaghan,Aisle Seat,"Nothing will ever top the original, of course, but this sequel is certainly leagues better than the others.","| Original Score: 3/4
                
                |","Jun 12, 2015"
Neil Pond,Parade Magazine,"The underlying theme of man's hubristic drive to control-and commercialize-nature's primal power never gets in the way of its full-throttle fun and its cavalcade of chills, thrills and stupendous state-of-the-art effects.","| Original Score: 3.5/5
                
                |","Jun 12, 2015"
Rahul Desai,Mid Day,"For all the goofiness entrenched within its franchise roots, this movie has a bucket-load of fun campy set pieces.","| Original Score: 3/5
                
                |","Jun 12, 2015"
Robert Denerstein,Movie Habit,Lacks the bite and the fright of the original,|,"Jun 12, 2015"
Brian Viner,Daily Mail (UK),"This is a tremendously exhilarating adventure, certain to be a huge box office hit and a worthy addition to what I suppose must be called the Jurassic Park franchise - although the film itself bluntly satirises horrible marketing speak.","| Original Score: 4/5
                
                |","Jun 12, 2015"
Charles Koplinski,Illinois Times,The Very Definition of a Summer Movie.,"| Original Score: 3.5/4.0
                
                |","Jun 12, 2015"
Dana Stevens,Slate,"You don't go to the fourth Jurassic Park movie for up-to-date gender politics. You go for the crunchy dino-on-human action, and Jurassic World provides plenty of that.",|,"Jun 12, 2015"
Jonathan W. Hickman,Daily Film Fix,"The narrative is plot driven from the point ""go"" and aimed clearly at getting us quickly to the scares and the jumps, regardless whether anything in between makes sense.","| Original Score: 6/10
                
                |","Jun 12, 2015"
Sandie Angulo Chen,Common Sense Media,"Reboot is fun, but scarier, more violent than the original.","| Original Score: 3/5
                
                |","Jun 12, 2015"
Kirk Baird,Toledo Blade,"In this era of the dumb, lumbering summer blockbuster, Jurassic World is anything but a dinosaur.","| Original Score: 4/5
                
                |","Jun 12, 2015"
Stephen Rebello,Playboy Online,"It's an efficient, diverting entertainment delivery system, a gigantic theme park disguised as a movie.","| Original Score: 3/4
                
                |","Jun 12, 2015"
James Verniere,Boston Herald,Interminable Rex is more like it. A more expensive SHARKNADO.,"| Original Score: C plus
                
                |","Jun 12, 2015"
John Serba,MLive.com,"It has some simple ambition, being a broad criticism of corporate financial interest making really gross crunching noises as it takes advantage of the little people.","| Original Score: 3/4
                
                |","Jun 12, 2015"
Pete Vonder Haar,Houston Press,God destroys dinosaurs. God creates man. Man destroys God. Man creates dinosaurs. Dinosaurs eat man. Man creates dinosaurs again. God herniates himself laughing.,"| Original Score: 2/5
                
                |","Jun 12, 2015"
Kurt Loder,Reason Online,"All of the digital expertise that has been lavished on this picture is subverted by its script, which is thuddingly analog.",|,"Jun 12, 2015"
Clay Cane,BET.com,"The characters are secondary to the CGI dinosaurs, which is the root of Jurassic's problem. But if you enjoyed the CGI'ed wasteland of Godzilla and Planet of the Apes, Jurassic World will not disappoint.","| Original Score: C+
                
                |","Jun 12, 2015"
Louis Proyect,rec.arts.movies.reviews,"Faster and louder than the original but lacking in the character development and wit. If you enjoy a dinosaur making a meal out of men in 3D ad infinitum ad nauseam, be my guest.",|,"Jun 12, 2015"
Allyson Johnson,The Young Folks,"Moments of complete disbelief, moments where we believe in the impossible, moments when the girl rescues the guy: these are the moments where Jurassic World soars...","| Original Score: 8.5/10
                
                |","Jun 12, 2015"
John Hanlon,John Hanlon Reviews,"""Jurassic World"" is the sequel that ""Jurassic Park"" fans have been waiting two decades for.","| Original Score: 4.5/5
                
                |","Jun 12, 2015"
David Sexton,London Evening Standard,Jurassic World is precisely what every Jurassic Park fan would hope it might be. It delivers fair and square.,"| Original Score: 4/5
                
                |","Jun 12, 2015"
David Edelstein,New York Magazine/Vulture,"At its best, it's good enough to take your mind off its worst, which is saying a lot.",|,"Jun 12, 2015"
Willie Waffle,WaffleMovies.com,"Just showing us dinosaurs isn't enough anymore, which is why Jurassic World is very entertaining, but not amazing.","| Original Score: 2.5/4
                
                |","Jun 12, 2015"
Bill Gibron,PopMatters,"When its focus is on dino-centric destruction, Jurassic World is wonderful. When it doesn't, it's a dump -- an expositional dump, to be precise.","| Original Score: 3.5/5
                
                |","Jun 12, 2015"
Steve Crum,Video-Reviewmaster.com,"Fellow enthusiasts, prepare for a towering T-rex, calculating raptors, and much more. 'Jurassic World' is just what the pterodactyl ordered.","| Original Score: B+
                
                |","Jun 12, 2015"
Sean Burns,Spliced Personality,Some might call it 'meta' but to me it just feels sour. Turns out self-loathing is not an attractive quality in a blockbuster entertainment.,|,"Jun 12, 2015"
Louise Keller,Urban Cinefile,"I jumped out of my seat numerous times in this ripper of a 3D rollercoaster ride; it pushes the boundaries, is stimulating, terrifying and great fun",|,"Jun 11, 2015"
Linda Cook,"Quad City Times (Davenport, IA)","It's been, well, ages since we've seen dinosaurs like this.","| Original Score: 3.5/4
                
                |","Jun 11, 2015"
Bob Bloom,"Journal and Courier (Lafayette, IN)","At times ""Jurassic World"" is simple, dumb and predictable. Overall, though, it is a rousing, entertaining and well-paced excursion that, at times, will have you giggling or cheering.","| Original Score: 3/4
                
                |","Jun 11, 2015"
Matt Neal,ABC Radio (Australia),"Bigger, faster, louder ... (but) the marvel and wonder of Jurassic Park can never be matched.","| Original Score: 3.5/5
                
                |","Jun 11, 2015"
Tony Medley,Tolucan Times,"Even though this film has two attractive stars, Bryce Dallas Howard and Chris Pratt, it's about the dinosaurs. Nobody's ever going to see a real dinosaur but these look more like the real thing than, well, the real thing. This movie is a treat!","| Original Score: 9/10
                
                |","Jun 11, 2015"
Kenneth Turan,Los Angeles Times,"Pratt proved in ""Guardians"" that he could handle hunky leading man roles, and his combination of physicality, charisma and attitude prove hard to resist one more time.",|,"Jun 11, 2015"
Andrew O'Hehir,Salon.com,"I'm not sure what specific qualities ""Jurassic World"" could be said to possess, beyond a vague sense of its own importance that ... comes across in the finished product as preening self-congratulation.",|,"Jun 11, 2015"
Anders Wright,San Diego Union-Tribune,"""Jurassic World"" is a blockbuster in every sense of the word, having little interest in being anything more than a Tyrannosaurus-sized spectacle.","| Original Score: 2.5/4
                
                |","Jun 11, 2015"
Jason Gorber,That Shelf,We're treated to a bit of escapist fun that gives us pretty much what we want from a silly summer blockbuster.,"| Original Score: B+
                
                |","Jun 11, 2015"
Dale Roe,Austin American-Statesman,"The park is bigger. The genetically modified dinosaurs are bigger. And the inevitable blockbuster's problems and disappointments are bigger, too.","| Original Score: D+
                
                |","Jun 11, 2015"
Randall King,Winnipeg Free Press,[Director Colin Trevorrow delivers] some pretty effective action set pieces. He is less successful on the front of human interaction.,"| Original Score: 3/5
                
                |","Jun 11, 2015"
Alex Doenau,Trespass,"Jurassic World is a movie that goes against the natural balance of the universe, but with the spirit of an eight year old boy: dinosaurs are cool, humans drool.",|,"Jun 11, 2015"
Edward Johnson-Ott,NUVO Newsweekly,Jurassic World is fun. Just take a deep breath and lower your expectations.,"Full Review
                
                
                    | Original Score: 3.5/5
                
                |","Jun 11, 2015"
Ryan Gilbey,New Statesman,"""We want to be thrilled,"" says a visitor at the start of the film. Hear, hear.",|,"Jun 11, 2015"
Reagan Gavin Rasquinha,The Times of India,"The effects are superb, the action is supersized and ultimately, if there is just one word that can describe this movie, that word would be 'awesome'.","| Original Score: 4/5
                
                |","Jun 11, 2015"
Lisa Kennedy,Denver Post,"Jurassic World is ersatz Spielberg. It's a knock-off that, even with the brand tag of the filmmaking titan as executive producer, makes the credit feel faux.","Full Review
                
                
                    | Original Score: 2/4
                
                |","Jun 11, 2015"
Chris Klimek,NPR,I enjoyed Indiana Jones and the Kingdom of the Crystal Skull to exactly the same degree I enjoyed Jurassic World.,|,"Jun 11, 2015"
Peter Rainer,Christian Science Monitor,"In terms of its thrills and graphic design, it still looks like a low-to-mid-range Spielberg effort.","| Original Score: B-
                
                |","Jun 11, 2015"
Jyoti Sharma Bawa,Hindustan Times,"It is to the credit of the reboot and its director Colin Trevorrow that while watching you compare it to the first Jurassic Park, and not its less-than-watchable sequels.","| Original Score: 3.5/5
                
                |","Jun 11, 2015"
Liam Lacey,Globe and Mail,"Jurassic World never breaks out of its own confines of homage and imitation. The movie ends up as an awkward, ungainly hybrid: large, but inconsequential.","| Original Score: 2.5/4
                
                |","Jun 11, 2015"
Joe Morgenstern,Wall Street Journal,"Nothing said here will have the slightest bearing on its performance at the box office. All the same, something should be said about the film's cheesiness -- it doesn't even look good, though it sounds grand -- and the shoddiness of its workmanship.",|,"Jun 11, 2015"
Mark Dujsik,Mark Reviews Movies,"This film knows it's silly, and that awareness also means the film is keenly aware of what we want to see happen in a theme park filled with real, living dinosaurs.","| Original Score: 3/4
                
                |","Jun 11, 2015"
MaryAnn Johanson,Flick Filosopher,"I am the prime demographic for this movie, and I found it only sort of inoffensively blah. Chris Pratt: He's no Jeff Goldblum.",|,"Jun 11, 2015"
Mike Scott,Times-Picayune,"It took 22 years, and it took three tries, but Hollywood has finally hatched a worthy sequel to Steven Spielberg's groundbreaking and spine-tingling Jurassic Park.","Full Review
                
                
                    | Original Score: 3/5
                
                |","Jun 11, 2015"
Peter Howell,Toronto Star,"Jurassic World ... hits all the expected beats of heroism, action and dinosaur dining. The tourists are delicious, and there are so many more to snack on this time!","| Original Score: 2.5/4
                
                |","Jun 11, 2015"
Brian Truitt,USA Today,"World is a monster step up from the two disappointing previous sequels, but is sorely missing the heart and inherent wonder of the classic first film.","| Original Score: 3/4
                
                |","Jun 11, 2015"
Tom Long,Detroit News,"""Jurrassic World"" still delivers big, dumb cheap summer thrills. But extinction may be the kindest thing that can happen to this franchise.","| Original Score: C
                
                |","Jun 11, 2015"
Daniel de Partearroyo,Cinemanía (Spain),Jurassic World presents in perfect harmony the blockbuster feeling and subtext about shock value in a monster of a movie that delivers. [full review in Spanish],"| Original Score: 3.5/5
                
                |","Jun 11, 2015"
Suso Aira,Sensacine,A top quality family oriented blockbuster that wants to bring back 'dinomania' to life... and the franchise as well. [full review in Spanish],"| Original Score: 3.5/5
                
                |","Jun 11, 2015"
Mabel Salinas,En la butaca,Jurassic World is an incredibly entertaining film with detailed visual effects that preserves the essence of what made Spielberg's [film] 1993 so great. [full review in Spanish],"Full Review
                
                
                |","Jun 11, 2015"
Rafael Paz,Butaca Ancha,A nostalgic and respectful movie brought into fashion with the latest trends. [full review in Spanish],|,"Jun 11, 2015"
Oswaldo Betancourt Lozano,Chilango.com,The director somehow managed to preserve some of the DNA from the previous movies... it won't disappoint you. [full review in Spanish],|,"Jun 11, 2015"
Oscar Uriel,Cinema Tradicional,Colin Trevorrow brings an exciting new story to the franchise that helps us forget the bad movies in between. [full review in Spanish],"| Original Score: 3/4
                
                |","Jun 11, 2015"
Andy Crump,Paste Magazine,"If Jurassic World remains willfully dopey, at least it knows how to have a good time; it's harebrained but never boring, and unlike the last two sequels, it has a proper if overstated reverence for Steven Spielberg's original classic.","| Original Score: 6.8/10
                
                |","Jun 11, 2015"
Matthew Lickona,San Diego Reader,"Director Colin Trevorrow dumps out his Steven Spielberg Family Thriller Kit and makes sure all the pieces are there...but he doesn't seem to have read the assembly instructions, because the result simply doesn't fit together or perform as advertised.","| Original Score: 1/5
                
                |","Jun 11, 2015"
Marc Savlov,Austin Chronicle,"It's all in good fun, and critic-proof to boot, but Jurassic World doesn't even come close to that most intimate and dearly coveted ""Gosh, wow"" sense-of-wonder that the original film mustered so easily. Roar more, bite less.","| Original Score: 2.5/5
                
                |","Jun 11, 2015"
Devin Faraci,Birth.Movies.Death.,"We don't experience awe, the film says, because we're jaded and distracted, but then the film fails to give us a single awe-filled moment.",|,"Jun 11, 2015"
Michael Smith,Tulsa World,"Jurassic World is taut and terrifying, and for the uninitiated to these films, it just might rock your world.","| Original Score: 3/4
                
                |","Jun 11, 2015"
Jonathan Hatfull,SciFiNow,"Fittingly, it's a theme park ride itself: bumpy, and at times worryingly poorly maintained, but you'll laugh and scream.","| Original Score: 3/5
                
                |","Jun 11, 2015"
Erin Free,FILMINK (Australia),"Jurassic World is so seamless and spot-on that it's difficult to fathom why it has taken Steven Spielberg and backing studio, Universal, so long to come up with a continuation of one of their biggest franchises.","Full Review
                
                
                |","Jun 11, 2015"
Chris Knight,National Post,I hadn't seen anything this amazing since the flying monkey invasion of '39.,"| Original Score: 3.5/4
                
                |","Jun 11, 2015"
John Lui,The Straits Times (Singapore),"While the audience may be more than ready to swallow the premise of a predator park run by greedy technocrats fueled by hubris, they deserve more than this collection of scaly stunts.","| Original Score: 2.5/5
                
                |","Jun 11, 2015"
Jeanne Kaplan,Kaplan vs. Kaplan,"For a generation not familiar with the original ""Jurassic Park"", they will revel in the pure fantasy of this film. It's a crowd pleaser, even for those who have become nonplussed by such magic.",|,"Jun 11, 2015"
David Kaplan,Kaplan vs. Kaplan,"With its capable cast, Spielberg's hand-picked director Colin Trevorrow, and marvelous special effects, ""Jurassic World"" may be the best of the lot.",|,"Jun 11, 2015"
Joe Williams,St. Louis Post-Dispatch,"Even without world-class smarts or amusing mutations, the next generation of ""Jurassic"" is an enjoyable ride.","| Original Score: 3/4
                
                |","Jun 11, 2015"
Nigel Andrews,Financial Times,This is as good as Jurassic cinema gets. Until it gets better next time.,"| Original Score: 4/5
                
                |","Jun 11, 2015"
Michael Sragow,Film Comment Magazine,"If the action is a throwback to cheesy late-night creature features, complete with a Godzilla vs. Mechagodzilla climax, the ""relationships"" provide a reactionary response to contemporary women ""leaning in.""",|,"Jun 11, 2015"
Cary Darling,Fort Worth Star-Telegram/DFW.com,"Yet, for those who remember both the sheer terror and humor of Steven Spielberg's original Jurassic Park, Jurassic World -- much like the dinosaurs these scientists create -- proves once again that some things are best left alone.","Full Review
                
                
                    | Original Score: 3/5
                
                |","Jun 11, 2015"
Justin Craig,FoxNews.com,"Whether or not there was any real demand for another ""Jurassic Park"" movie, ""Jurassic World"" proves that it's still tons of fun to run with dinosaurs.","| Original Score: 8/10
                
                |","Jun 11, 2015"
Julian Roman,MovieWeb,"If your only reason for watching this film is to see CGI dinosaurs eat people, then you'll get your money's worth. The characters offer their innards like hors d'oeuvres.","| Original Score: 2/5
                
                |","Jun 11, 2015"
Emma Simmonds,The List,"Jurassic World has enough scares, scale, ideas and variety to keep every generation on the edge of their seats. It's good ol' family entertainment - just with much bigger teeth.","| Original Score: 4/5
                
                |","Jun 11, 2015"
Josh Slater-Williams,The Skinny,"Like a reunion tour; enough fleeting pleasure in call-backs to the original material to make it a diverting experience, but too little new content of worth.","| Original Score: 3/5
                
                |","Jun 11, 2015"
Robbie Collin,Daily Telegraph (UK),"Even more than its intensely likeable central performances and convincingly solid visual effects, it's ... supple self-reflexiveness that makes Colin Trevorrow's film a worthy sequel to Spielberg's industry-changing original.","| Original Score: 4/5
                
                |","Jun 11, 2015"
Laura Clifford,Reeling Reviews,a movie that both parodies and debunks its own reason for existence.,"| Original Score: C
                
                |","Jun 11, 2015"
Chris Hewitt,St. Paul Pioneer Press,"""Jurassic World"" walks a fine line between reminding us of the things that were so awesome about the first ""Jurassic"" and imitating those things.","Full Review
                
                
                    | Original Score: 3/4
                
                |","Jun 11, 2015"
Jeffrey Lyles,Lyles' Movie Files,"While it isn't going to end up on many 2015 Top 10 lists, this is a standard fun, check your brain at the door kind of summer blockbuster.","| Original Score: 6/10
                
                |","Jun 11, 2015"
Bruce Kirkland,Jam! Movies,"Compared to Steven Spielberg's much-loved original, this fourth instalment in the franchise is a cruel joke.","Full Review
                
                
                    | Original Score: 2/5
                
                |","Jun 11, 2015"
Steven D. Greydanus,National Catholic Register,"Pratt more than delivers. You could almost say he manages to stand in for Sam Neill, Jeff Goldblum AND Laura Dern. He's got Neill's toughness, Goldblum's humor and Dern's down-to-earthness.","| Original Score: B
                
                |","Jun 11, 2015"
Chase Whale,Denton Record-Chronicle,Jurassic World bites off more than it can chew but has enough meat to chomp on for a roaring good time.,|,"Jun 11, 2015"
Josh Spiegel,Movie Mezzanine,...this film plays like a talented cover band's version of your favorite song.,"| Original Score: 2.5/4
                
                |","Jun 11, 2015"
Frank Swietek,One Guy's Opinion,"Tries hard, incredibly hard...but it fails, not because it's lacking in craftsmanship, but because it's devoid of the inspiration that might have made it distinctive rather than a by-the-numbers retread.","| Original Score: C
                
                |","Jun 11, 2015"
Rene Rodriguez,Miami Herald,"There's something deeply wrong with a film that expects you to shed tears over digitally created prehistoric creatures and rubber brontosaurus heads instead of rooting for, you know, people.","Full Review
                
                
                    | Original Score: 1/4
                
                |","Jun 11, 2015"
Jim Judy,Screen It!,"If you simply want to watch a few hundred million dollars thrown up onto the screen to showcase another round of dinosaur mayhem, you'll probably walk away satisfied. (Full Content Review - Scary Stuff, Violence, etc. - for Parents also available)",|,"Jun 11, 2015"
Eric Eisenberg,CinemaBlend,"While not exceptional, Jurassic World satisfies as a fun summer blockbuster that will get audiences excited to see dinosaurs on the big screen again.","| Original Score: 3.5/5
                
                |","Jun 11, 2015"
Brian Orndorf,Blu-ray.com,"Trevarrow has the right idea here, focusing on a greatest hits package of dino might, restoring pure cinematic adventure while establishing a starting point for new dramatic possibilities.","| Original Score: B+
                
                |","Jun 11, 2015"
Jeff Baker,Oregonian,"I've seen ""Jurassic Park."" I like ""Jurassic Park."" And you, ""Jurassic World,"" you are no ""Jurassic Park.""","| Original Score: C-
                
                |","Jun 11, 2015"
Nell Minow,Movie Mom,"A lot of people get chased by a lot of dinosaurs, and it is exciting and cool and a lot of fun.","| Original Score: B+
                
                |","Jun 11, 2015"
Ty Burr,Boston Globe,"""Jurassic World"" is a roadworthy retread, a summer blockbuster that has more than its share of absurdities and bald patches but gets by anyway because dinosaurs.","| Original Score: 2.5/4
                
                |","Jun 11, 2015"
Moira MacDonald,Seattle Times,"Tune out the screenplay, enjoy the silly chase scenes and swooping camera work, and wonder if this franchise has finally reached its end.","| Original Score: 2.5/4
                
                |","Jun 11, 2015"
Manohla Dargis,New York Times,"There's more flab than muscle packed on this galumphing franchise reboot, which, as it lumbers from scene to scene, reminds you of what a great action god Steven Spielberg is. Too bad he didn't take the reins on this.",|,"Jun 11, 2015"
Josh Bell,Las Vegas Weekly,"Just another overstuffed, CGI-filled blockbuster about people running and yelling.","| Original Score: 2.5/5
                
                |","Jun 11, 2015"
David Keyes,Cinemaphile.org,"A very self-aware blockbuster that uses its core values for a greater good, which is to deliver a lightweight story in the skin of a very skillful science fiction creature feature.","| Original Score: 3/4
                
                |","Jun 11, 2015"
Simon Miraudo,Student Edge,"The folly of man is on full display in Jurassic World. Unfortunately, it's happening both in front of the camera and behind it.","| Original Score: 3/5
                
                |","Jun 10, 2015"
Cameron Williams,The Popcorn Junkie,"The satirical, monstrous edge, far outweighs the surface stupidity","| Original Score: 3/5
                
                |","Jun 10, 2015"
Chris Bumbray,JoBlo's Movie Network,"Not the summer game-changer some were expecting but still a good, solid blockbuster.","| Original Score: 7/10
                
                |","Jun 10, 2015"
Elliott Noble,Sky Cinema,A spectacular feat of cinematic engineering.,"| Original Score: 5/5
                
                |","Jun 10, 2015"
Ann Hornaday,Washington Post,"As has been previously observed, every action movie today ends up as ""Transformers"" and, even when it's cloned creatures fighting, the same is true here (with an antic dash of ""Sharknado"" tossed in for good measure).","| Original Score: 2/4
                
                |","Jun 10, 2015"
Ali Gray,TheShiznit.co.uk,"Films like Jurassic World are not just the reason why we go to the movies, they're the reason movies stay with us after we leave.","| Original Score: 5/5
                
                |","Jun 10, 2015"
Rafer Guzman,Newsday,"There isn't anything original here, but it's all executed with energy and skill. As always, the underlying message is that nature, like Hollywood formulas, should not be tampered with.","| Original Score: 3/4
                
                |","Jun 10, 2015"
A.A. Dowd,AV Club,"Jurassic World, a goofy and fitfully entertaining summer movie, understands and even winks at its place in the pecking order of blockbuster sequels.","| Original Score: B-
                
                |","Jun 10, 2015"
Dann Gire,Chicago Daily Herald,"If you've seen the three preceding Michael Crichton-inspired Jurassic adventures, you've pretty much seen this one already, with so many added scenes of gnashing jowls trying to eat screaming victims that they become mildly repetitious.","| Original Score: 2.5/4
                
                |","Jun 10, 2015"
Rick Bentley,Fresno Bee,Director Colin Trevorrow shows a steady hand at building up the tension and then releasing it with great force.,"| Original Score: 3.5/4
                
                |","Jun 10, 2015"
Luis Fernando Galván,En Filme,Jurassic World is very entertaining and the special effects are top notch. [full review Spanish],|,"Jun 10, 2015"
Jessica Oliva,Cine Premiere,A blockbuster made to stand out among the over exploited genre of blockbusters. [full review in Spanish],"| Original Score: 3.5/5
                
                |","Jun 10, 2015"
Kate Muir,Times (UK),Humongously enjoyable and gloriously predictable.,"Full Review
                
                
                    | Original Score: 4/5
                
                |","Jun 10, 2015"
Steve Newall,"Flicks (AU, NZ, UK)","An inessential sequel that's viscerally, if not emotionally or intellectually, stimulating.","| Original Score: 3/5
                
                |","Jun 10, 2015"
James Berardinelli,ReelViews,"This is the best of the Jurassic Park sequels and does a better job than episodes #2 and #3 in recreating the ""feel"" of the original.","| Original Score: 3/4
                
                |","Jun 10, 2015"
Josh Larsen,LarsenOnFilm,...the mercenary natures of the picture and the park are largely indistinguishable.,"| Original Score: 1.5/4
                
                |","Jun 10, 2015"
Roger Moore,Tribune News Service,"Almost exactly the same story as ""Jurassic Park,"" only ""Terminator"" violent and ""Godzilla"" dumb...a serviceable summer popcorn picture, in other words.",|,"Jun 10, 2015"
Matt Pais,RedEye,"As much as I'd love for a movie called Jurassic Five, this saga isn't evolving, and probably should stop trying.","| Original Score: 2.5/4
                
                |","Jun 10, 2015"
Will Leitch,Deadspin,The grandeur and the excitement level are not quite high enough to overcome all the junk that surrounds it.,"| Original Score: C+
                
                |","Jun 10, 2015"
Matt Prigge,Metro,At its most fun even somewhat comes somewhat close to almost recreating the semi-campy thrills of Spielberg's two originals.,"| Original Score: 3/5
                
                |","Jun 10, 2015"
Kyle Smith,New York Post,"Motorcycle, Chris Pratt, sprinting dinosaurs: If you require more than that out of a movie, you're being unreasonable.","| Original Score: 3/4
                
                |","Jun 10, 2015"
Paul Chambers,Movie Chambers,"The action is savage and seemingly unending. There are many ""did you see THAT?"" moments that will keep you talking afterwards and perhaps bring you back for a second viewing.","| Original Score: A-
                
                |","Jun 10, 2015"
Greg Maki,"Star-Democrat (Easton, MD)","Though nothing matches the dread and suspense of the T. rex's first appearance in ""Jurassic Park,"" the dinosaur action here is fantastic","| Original Score: B
                
                |","Jun 10, 2015"
Robert W. Butler,Kansas City Star,Not even uber-likable Chris Pratt can dispel the pall of been-there-done-that.,"| Original Score: 2.5/4
                
                |","Jun 10, 2015"
Lawrence Toppman,Charlotte Observer,"The team of four writers supplies one surprise, and you'll wait 90 minutes to see it. Before and afterward, stereotypical genre characters get trotted out.","| Original Score: C
                
                |","Jun 10, 2015"
Bill Goodykoontz,Arizona Republic,"Look, let's not kid ourselves. Every third person on the planet will go to see this movie, and they will find exactly what they seek, nothing more but certainly nothing less. It's that nothing more part that ultimately disappoints.","| Original Score: 2.5/5
                
                |","Jun 10, 2015"
Richard Roeper,Chicago Sun-Times,"""Jurassic World"" is pure, dumb, wall-to-wall fun. When they hand you your 3-D glasses, you can check your brain at the door and pick it up on your way out.","Full Review
                
                
                    | Original Score: 4.0
                
                |","Jun 10, 2015"
Joanna Langfield,The Movie Minute,"Don't sweat it if you're running a little late for the screening you bought tickets for. Not much happens in this chapter's first hour or so. And then all hell breaks loose, delivering exactly what you bought those tickets to see.",|,"Jun 10, 2015"
Keith Phipps,The Dissolve,"The effects haven't really improved that much since Jurassic Park, but everyone involved has clearly had fun dreaming of new ways for dinosaurs to terrify humans.","| Original Score: 3/5
                
                |","Jun 10, 2015"
Daniel Krupa,IGN Movies,"It has the spirit of the original movie, but doesn't simply rehash the past. It's a different beast -- a self-aware blockbuster which has plenty of heart, humour, and excitement to make it a thrilling summer attraction.","| Original Score: 8.3/10
                
                |","Jun 10, 2015"
David Ehrlich,Little White Lies,"The spectacle is big, it's the imagination that got small.","Full Review
                
                
                    | Original Score: 2/5
                
                |","Jun 10, 2015"
Mick LaSalle,San Francisco Chronicle,"What ultimately makes ""Jurassic World"" so satisfying is that it doesn't buy into the grandeur of the human spirit, not one bit.","| Original Score: 3/4
                
                |","Jun 10, 2015"
